"Identity","SamAccountName","DisplayName","ObjectClass","EmployeeId","EmployeeNumber","UserPrincipalName","Mail","Department","Title","Company","Office","AccountEnabled","Manager","ManagerLevel1","ManagerLevel2","ObsPath","ObsAttribute","DistinguishedName"
"LAB\SSUser00196","SSUser00196","ShareSurfer User 00196","user","E0000196","0000196","SSUser00196@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT201","info","CN=ShareSurfer User 00196,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0196-Readers","SS-ENT-0196-Readers","SS-ENT-0196-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0196.READ","info","CN=SS-ENT-0196-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00197","SSUser00197","ShareSurfer User 00197","user","E0000197","0000197","SSUser00197@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT211","info","CN=ShareSurfer User 00197,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0197-Readers","SS-ENT-0197-Readers","SS-ENT-0197-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0197.READ","info","CN=SS-ENT-0197-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00198","SSUser00198","ShareSurfer User 00198","user","E0000198","0000198","SSUser00198@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT221","info","CN=ShareSurfer User 00198,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0198-Readers","SS-ENT-0198-Readers","SS-ENT-0198-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0198.READ","info","CN=SS-ENT-0198-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00199","SSUser00199","ShareSurfer User 00199","user","E0000199","0000199","SSUser00199@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT231","info","CN=ShareSurfer User 00199,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0199-Readers","SS-ENT-0199-Readers","SS-ENT-0199-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0199.READ","info","CN=SS-ENT-0199-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00200","SSUser00200","ShareSurfer User 00200","user","E0000200","0000200","SSUser00200@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT241","info","CN=ShareSurfer User 00200,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0200-Readers","SS-ENT-0200-Readers","SS-ENT-0200-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0200.READ","info","CN=SS-ENT-0200-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00201","SSUser00201","ShareSurfer User 00201","user","E0000201","0000201","SSUser00201@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT001","info","CN=ShareSurfer User 00201,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0201-Readers","SS-ENT-0201-Readers","SS-ENT-0201-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0201.READ","info","CN=SS-ENT-0201-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00202","SSUser00202","ShareSurfer User 00202","user","E0000202","0000202","SSUser00202@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT011","info","CN=ShareSurfer User 00202,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0202-Readers","SS-ENT-0202-Readers","SS-ENT-0202-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0202.READ","info","CN=SS-ENT-0202-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00203","SSUser00203","ShareSurfer User 00203","user","E0000203","0000203","SSUser00203@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT021","info","CN=ShareSurfer User 00203,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0203-Readers","SS-ENT-0203-Readers","SS-ENT-0203-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0203.READ","info","CN=SS-ENT-0203-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00204","SSUser00204","ShareSurfer User 00204","user","E0000204","0000204","SSUser00204@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT031","info","CN=ShareSurfer User 00204,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0204-Readers","SS-ENT-0204-Readers","SS-ENT-0204-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0204.READ","info","CN=SS-ENT-0204-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00205","SSUser00205","ShareSurfer User 00205","user","E0000205","0000205","SSUser00205@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT041","info","CN=ShareSurfer User 00205,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0205-Readers","SS-ENT-0205-Readers","SS-ENT-0205-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0205.READ","info","CN=SS-ENT-0205-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00206","SSUser00206","ShareSurfer User 00206","user","E0000206","0000206","SSUser00206@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT051","info","CN=ShareSurfer User 00206,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0206-Readers","SS-ENT-0206-Readers","SS-ENT-0206-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0206.READ","info","CN=SS-ENT-0206-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00207","SSUser00207","ShareSurfer User 00207","user","E0000207","0000207","SSUser00207@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT061","info","CN=ShareSurfer User 00207,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0207-Readers","SS-ENT-0207-Readers","SS-ENT-0207-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0207.READ","info","CN=SS-ENT-0207-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00208","SSUser00208","ShareSurfer User 00208","user","E0000208","0000208","SSUser00208@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT071","info","CN=ShareSurfer User 00208,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0208-Readers","SS-ENT-0208-Readers","SS-ENT-0208-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0208.READ","info","CN=SS-ENT-0208-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00209","SSUser00209","ShareSurfer User 00209","user","E0000209","0000209","SSUser00209@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT081","info","CN=ShareSurfer User 00209,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0209-Readers","SS-ENT-0209-Readers","SS-ENT-0209-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0209.READ","info","CN=SS-ENT-0209-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00210","SSUser00210","ShareSurfer User 00210","user","E0000210","0000210","SSUser00210@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT091","info","CN=ShareSurfer User 00210,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0210-Readers","SS-ENT-0210-Readers","SS-ENT-0210-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0210.READ","info","CN=SS-ENT-0210-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00211","SSUser00211","ShareSurfer User 00211","user","E0000211","0000211","SSUser00211@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT101","info","CN=ShareSurfer User 00211,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0211-Readers","SS-ENT-0211-Readers","SS-ENT-0211-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0211.READ","info","CN=SS-ENT-0211-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00212","SSUser00212","ShareSurfer User 00212","user","E0000212","0000212","SSUser00212@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT111","info","CN=ShareSurfer User 00212,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0212-Readers","SS-ENT-0212-Readers","SS-ENT-0212-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0212.READ","info","CN=SS-ENT-0212-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00213","SSUser00213","ShareSurfer User 00213","user","E0000213","0000213","SSUser00213@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT121","info","CN=ShareSurfer User 00213,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0213-Readers","SS-ENT-0213-Readers","SS-ENT-0213-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0213.READ","info","CN=SS-ENT-0213-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00214","SSUser00214","ShareSurfer User 00214","user","E0000214","0000214","SSUser00214@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT131","info","CN=ShareSurfer User 00214,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0214-Readers","SS-ENT-0214-Readers","SS-ENT-0214-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0214.READ","info","CN=SS-ENT-0214-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00215","SSUser00215","ShareSurfer User 00215","user","E0000215","0000215","SSUser00215@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT141","info","CN=ShareSurfer User 00215,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0215-Readers","SS-ENT-0215-Readers","SS-ENT-0215-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0215.READ","info","CN=SS-ENT-0215-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00216","SSUser00216","ShareSurfer User 00216","user","E0000216","0000216","SSUser00216@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT151","info","CN=ShareSurfer User 00216,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0216-Readers","SS-ENT-0216-Readers","SS-ENT-0216-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0216.READ","info","CN=SS-ENT-0216-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00217","SSUser00217","ShareSurfer User 00217","user","E0000217","0000217","SSUser00217@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT161","info","CN=ShareSurfer User 00217,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0217-Readers","SS-ENT-0217-Readers","SS-ENT-0217-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0217.READ","info","CN=SS-ENT-0217-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00218","SSUser00218","ShareSurfer User 00218","user","E0000218","0000218","SSUser00218@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT171","info","CN=ShareSurfer User 00218,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0218-Readers","SS-ENT-0218-Readers","SS-ENT-0218-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0218.READ","info","CN=SS-ENT-0218-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00219","SSUser00219","ShareSurfer User 00219","user","E0000219","0000219","SSUser00219@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT181","info","CN=ShareSurfer User 00219,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0219-Readers","SS-ENT-0219-Readers","SS-ENT-0219-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0219.READ","info","CN=SS-ENT-0219-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00220","SSUser00220","ShareSurfer User 00220","user","E0000220","0000220","SSUser00220@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT191","info","CN=ShareSurfer User 00220,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0220-Readers","SS-ENT-0220-Readers","SS-ENT-0220-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0220.READ","info","CN=SS-ENT-0220-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00221","SSUser00221","ShareSurfer User 00221","user","E0000221","0000221","SSUser00221@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT201","info","CN=ShareSurfer User 00221,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0221-Readers","SS-ENT-0221-Readers","SS-ENT-0221-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0221.READ","info","CN=SS-ENT-0221-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00222","SSUser00222","ShareSurfer User 00222","user","E0000222","0000222","SSUser00222@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.SALES.UNIT211","info","CN=ShareSurfer User 00222,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0222-Readers","SS-ENT-0222-Readers","SS-ENT-0222-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0222.READ","info","CN=SS-ENT-0222-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00223","SSUser00223","ShareSurfer User 00223","user","E0000223","0000223","SSUser00223@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.MKT.UNIT221","info","CN=ShareSurfer User 00223,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0223-Readers","SS-ENT-0223-Readers","SS-ENT-0223-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0223.READ","info","CN=SS-ENT-0223-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00224","SSUser00224","ShareSurfer User 00224","user","E0000224","0000224","SSUser00224@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.RISK.UNIT231","info","CN=ShareSurfer User 00224,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0224-Readers","SS-ENT-0224-Readers","SS-ENT-0224-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0224.READ","info","CN=SS-ENT-0224-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00225","SSUser00225","ShareSurfer User 00225","user","E0000225","0000225","SSUser00225@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.FIN.UNIT241","info","CN=ShareSurfer User 00225,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0225-Readers","SS-ENT-0225-Readers","SS-ENT-0225-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0225.READ","info","CN=SS-ENT-0225-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00226","SSUser00226","ShareSurfer User 00226","user","E0000226","0000226","SSUser00226@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.ENG.UNIT001","info","CN=ShareSurfer User 00226,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0226-Readers","SS-ENT-0226-Readers","SS-ENT-0226-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0226.READ","info","CN=SS-ENT-0226-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00227","SSUser00227","ShareSurfer User 00227","user","E0000227","0000227","SSUser00227@example.test","","","","","","True","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Parker Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.OPS.UNIT011","info","CN=ShareSurfer User 00227,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0227-Readers","SS-ENT-0227-Readers","SS-ENT-0227-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0227.READ","info","CN=SS-ENT-0227-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00228","SSUser00228","ShareSurfer User 00228","user","E0000228","0000228","SSUser00228@example.test","","","","","","True","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Quinn Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.HR.UNIT021","info","CN=ShareSurfer User 00228,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0228-Readers","SS-ENT-0228-Readers","SS-ENT-0228-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0228.READ","info","CN=SS-ENT-0228-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SSUser00229","SSUser00229","ShareSurfer User 00229","user","E0000229","0000229","SSUser00229@example.test","","","","","","True","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Morgan Manager,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CN=Riley Director,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com","CORP.LEGAL.UNIT031","info","CN=ShareSurfer User 00229,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
"LAB\SS-ENT-0229-Readers","SS-ENT-0229-Readers","SS-ENT-0229-Readers","group","","","","","","","","","","","","","CORP.ENT.SHARE0229.READ","info","CN=SS-ENT-0229-Readers,OU=ShareSurferLab,DC=lab,DC=contoso,DC=com"
